ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,Latitude,Longitude,Price_INR
HP00454,Pune,Kothrud,Independent House,4,5.0,2.0,Semi-Furnished,3564,2779,2412,6,7,Covered,Gated Community,2009.0,16,South-East,9,True,18.52226,73.939764,28670000
HP01442,Chennai,OMR,Penthouse,4,4.0,2.0,Unfurnished,3122,2529,2085,8,19,Covered,High Rise,2025.0,0,East,7,False,12.943278,80.22877,32600000
HP00379,Delhi NCR,Noida-Sector 76,Penthouse,3,3.0,1.0,Furnished,2869,2287,1713,16,22,Covered,High Rise,2025.0,0,North-West,5,True,28.764591,77.185721,32030000
HP00067,Delhi NCR,Noida-Sector 62,Penthouse,3,4.0,1.0,Semi-Furnished,2036,1454,1247,12,36,Basement,High Rise,2023.0,2,South-East,8,True,28.587806,77.430646,21870000
HP00474,Pune,Baner,Apartment,4,5.0,3.0,Semi-Furnished,3871,2907,2498,5,9,Covered,Gated Community,2018.0,7,South-East,7,False,18.645858,73.803271,38410000
HP01274,MMR,Navi Mumbai-Kharghar,Apartment,1,1.0,1.0,Unfurnished,767,600,531,7,16,Basement,High Rise,2025.0,0,North-West,7,True,18.950911,72.929999,12790000
HP00227,Ahmedabad,Satellite,Independent House,4,4.0,2.0,Semi-Furnished,2092,1773,1434,0,5,Covered,Low Rise,2007.0,18,North,5,True,23.085074,72.68891,10360000
HP00094,Hyderabad,Kukatpally,Studio,0,1.0,1.0,Unfurnished,697,541,466,24,25,Open,High Rise,2012.0,13,North-West,9,False,17.48895,78.589697,4710000
HP02143,Pune,Kharadi,Villa,5,5.0,2.0,Semi-Furnished,3270,2455,2116,3,4,Open,Low Rise,2010.0,15,North,4,True,18.616493,73.796441,30050000
HP00471,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,1.0,Furnished,2461,1935,1621,13,16,Stilt,High Rise,2011.0,14,South-East,7,False,28.692596,76.911403,22360000
HP00640,MMR,Mulund,Villa,4,5.0,1.0,Semi-Furnished,3982,2989,2572,0,5,Open,Low Rise,2014.0,11,North,4,True,19.277116,72.773559,75440000
HP01202,Hyderabad,Banjara Hills,Apartment,2,2.0,2.0,Semi-Furnished,1504,1242,1102,5,12,Basement,Mid Rise,2018.0,7,West,7,True,17.375112,78.43745,13100000
HP01875,Hyderabad,Manikonda,Apartment,1,1.0,1.0,Unfurnished,964,772,670,3,9,Covered,Mid Rise,2002.0,23,East,7,True,17.316088,78.342492,7400000
HP00442,Hyderabad,Manikonda,Row House,2,3.0,2.0,Unfurnished,1571,1248,1032,9,9,Covered,Gated Community,2010.0,15,South-East,6,False,17.393836,78.323841,10630000
HP00970,Pune,Kharadi,Apartment,4,5.0,1.0,Unfurnished,2469,2063,1795,1,5,Covered,Standalone Building,1996.0,29,East,6,True,18.61483,73.863626,18830000
HP00358,Kolkata,Tollygunge,Row House,3,4.0,1.0,Unfurnished,1630,1306,1116,4,9,Stilt,Gated Community,1998.0,27,South-East,8,True,22.513261,88.318855,10550000
HP00351,Bengaluru,Yelahanka,Apartment,1,2.0,3.0,Semi-Furnished,848,719,627,5,9,Basement,Gated Community,2005.0,20,North,10,True,12.955813,77.613677,8390000
HP00568,Delhi NCR,Gurugram-Sector 56,Apartment,2,3.0,1.0,Unfurnished,1087,843,742,9,10,Covered,Mid Rise,2009.0,16,South-East,8,True,28.662687,77.488988,9160000
HP00585,Delhi NCR,Noida-Sector 62,Studio,0,1.0,1.0,Unfurnished,473,400,329,7,16,Covered,High Rise,2005.0,20,West,6,False,28.750732,77.432693,3620000
HP02278,Hyderabad,Jubilee Hills,Apartment,2,2.0,1.0,Furnished,1135,841,763,0,3,Open,Standalone Building,2010.0,15,North,6,False,17.530575,78.357227,8660000
HP01046,MMR,Mulund,Apartment,1,1.0,3.0,Furnished,719,581,520,3,37,Covered,High Rise,2023.0,2,North,9,True,18.944462,72.819571,12390000
HP00583,Pune,Wakad,Apartment,1,1.0,1.0,Semi-Furnished,819,656,570,10,20,Basement,High Rise,2014.0,11,North-East,10,False,18.511546,73.790763,7900000
HP00259,Ahmedabad,Vastrapur,Apartment,4,4.0,2.0,Unfurnished,2486,2107,1816,5,6,Covered,Gated Community,2010.0,15,South,6,True,23.02929,72.697253,13470000
HP01405,Bengaluru,Marathahalli,Row House,3,4.0,3.0,Unfurnished,2732,2137,1753,0,2,Open,Bungalow,2005.0,20,North,5,True,12.92271,77.641792,21690000
HP00766,Pune,Kothrud,Independent House,4,3.0,2.0,Semi-Furnished,3350,2632,2275,0,3,Stilt,Bungalow,2025.0,0,North-West,7,False,18.526323,73.793794,30660000
HP00353,Chennai,Sholinganallur,Independent House,3,4.0,1.0,Unfurnished,2892,2121,1862,4,7,Covered,Gated Community,2006.0,19,West,10,True,13.150465,80.190364,22960000
HP01245,Kolkata,Tollygunge,Apartment,4,5.0,2.0,Unfurnished,3358,2734,2455,8,14,Basement,High Rise,2020.0,5,East,6,True,22.589456,88.32704,25260000
HP00720,Delhi NCR,Dwarka,Independent House,3,4.0,2.0,Semi-Furnished,1745,1398,1144,0,1,Open,Bungalow,2019.0,6,South-East,5,True,28.607041,77.411588,14860000
HP00678,Chennai,Sholinganallur,Row House,4,5.0,1.0,Unfurnished,3494,2496,1992,3,10,Open,Gated Community,2014.0,11,East,7,True,13.140416,80.309837,28800000
HP00561,Chennai,Porur,Studio,0,2.0,1.0,Unfurnished,676,536,464,4,28,Open,High Rise,2012.0,13,North,9,True,12.951023,80.157657,4790000
HP01936,Hyderabad,Gachibowli,Apartment,2,3.0,1.0,Unfurnished,1966,1527,1264,0,5,Open,Standalone Building,2007.0,18,South,6,True,17.278388,78.518136,12040000
HP00517,Pune,Kothrud,Apartment,4,5.0,2.0,Unfurnished,3030,2467,2191,11,21,Basement,High Rise,2024.0,1,North-East,9,True,18.584653,73.784576,31010000
HP01005,Bengaluru,Electronic City,Apartment,2,3.0,2.0,Semi-Furnished,1042,844,723,0,2,Covered,Standalone Building,2004.0,21,North-East,8,True,12.920563,77.761139,9100000
HP01964,Pune,Kharadi,Apartment,3,4.0,1.0,Unfurnished,1521,1243,1062,12,12,Covered,Gated Community,2024.0,1,West,10,False,18.581123,73.858093,13520000
HP01947,MMR,Andheri West,Penthouse,3,4.0,1.0,Unfurnished,1833,1495,1247,22,31,Stilt,High Rise,2025.0,0,West,8,True,18.934691,72.854855,35890000
HP01006,Bengaluru,Banashankari,Penthouse,3,3.0,2.0,Unfurnished,2751,1965,1594,28,34,Covered,High Rise,2005.0,20,East,7,False,13.007479,77.581743,27540000
HP01271,Pune,Kothrud,Apartment,2,3.0,1.0,Unfurnished,1313,1047,890,4,4,Covered,Standalone Building,2009.0,16,North-East,7,True,18.530767,73.883697,8900000
HP01059,Kolkata,New Town,Apartment,1,2.0,3.0,Semi-Furnished,810,630,539,13,15,Open,High Rise,2023.0,2,North,7,True,22.5805,88.321857,7060000
HP02231,Pune,Kharadi,Penthouse,4,4.0,2.0,Semi-Furnished,3531,2522,2229,25,26,Basement,High Rise,2019.0,6,North,6,True,18.62748,73.871418,42840000
HP02328,Ahmedabad,Bopal,Apartment,3,4.0,2.0,Unfurnished,2086,1676,1461,7,16,Basement,High Rise,2024.0,1,South-East,6,True,22.920835,72.538143,9810000
HP02345,Bengaluru,Electronic City,Apartment,1,2.0,2.0,Semi-Furnished,1070,836,686,3,4,Covered,Standalone Building,2022.0,3,North-West,6,True,12.876637,77.470188,10850000
HP01193,Bengaluru,Sarjapur Road,Apartment,2,3.0,2.0,Furnished,1007,851,772,17,21,Open,High Rise,2000.0,25,North-East,7,False,12.923887,77.490725,8690000
HP01098,Ahmedabad,Prahlad Nagar,Independent House,4,4.0,1.0,Furnished,3609,2578,2071,8,8,Open,Gated Community,2015.0,10,East,8,True,23.092544,72.48798,17540000
HP01222,Bengaluru,Koramangala,Apartment,2,3.0,1.0,Semi-Furnished,1685,1293,1131,1,2,Covered,Standalone Building,2023.0,2,North-West,8,True,12.988443,77.497536,14860000
HP00470,Ahmedabad,Bodakdev,Row House,3,4.0,2.0,Unfurnished,2415,1872,1595,0,3,Stilt,Bungalow,2014.0,11,East,6,True,22.960936,72.462052,11270000
HP01825,MMR,Goregaon East,Apartment,2,3.0,1.0,Furnished,1476,1137,1011,7,12,Open,Mid Rise,2015.0,10,North,8,True,19.01974,72.931921,25090000
HP02337,Pune,Kharadi,Apartment,2,2.0,1.0,Unfurnished,1539,1195,1052,9,16,Open,High Rise,2015.0,10,South-West,6,False,18.582361,73.918879,13380000
HP01735,Delhi NCR,Ghaziabad-Indirapuram,Independent House,3,4.0,2.0,Semi-Furnished,2238,1887,1659,2,2,Open,Standalone Building,2025.0,0,South,9,False,28.331036,77.051395,22940000
HP02055,Ahmedabad,Bopal,Apartment,2,3.0,1.0,Unfurnished,1009,782,711,2,7,Open,Mid Rise,2012.0,13,West,9,True,22.906242,72.616645,5490000
HP01075,Chennai,Porur,Apartment,3,4.0,1.0,Unfurnished,2298,1826,1631,1,6,Basement,Gated Community,2008.0,17,East,7,True,13.151804,80.244847,20630000
HP01670,Hyderabad,Jubilee Hills,Villa,3,3.0,1.0,Unfurnished,2273,1752,1533,0,2,Basement,Bungalow,2009.0,16,South-West,7,True,17.525797,78.529965,17470000
HP00013,Bengaluru,Hebbal,Apartment,2,3.0,1.0,Unfurnished,1765,1365,1192,6,10,Covered,Mid Rise,1987.0,38,South-West,8,True,12.867749,77.479231,14040000
HP00894,Ahmedabad,Bopal,Apartment,1,2.0,2.0,Semi-Furnished,1058,811,699,4,10,Covered,Gated Community,2017.0,8,West,6,True,23.025319,72.598756,4970000
HP00273,MMR,Vile Parle,Independent House,6,6.0,1.0,Semi-Furnished,4362,3350,3017,2,7,Covered,Gated Community,2017.0,8,North-East,7,True,18.94819,72.799333,69070000
HP00242,Bengaluru,HSR Layout,Independent House,4,4.0,3.0,Semi-Furnished,3632,2891,2167,0,1,Stilt,Bungalow,2007.0,18,North,8,True,13.030062,77.640076,31250000
HP00026,Ahmedabad,Vastrapur,Independent House,4,5.0,1.0,Unfurnished,3809,2856,2445,0,2,Stilt,Bungalow,2025.0,0,North-East,7,False,23.127893,72.475885,19980000
HP00751,Pune,Baner,Independent House,5,6.0,2.0,Semi-Furnished,4562,3469,3154,0,3,Covered,Bungalow,2013.0,12,North,6,True,18.472731,73.877212,37380000
HP01571,MMR,Thane West,Independent House,3,4.0,2.0,Unfurnished,1825,1461,1189,8,10,Covered,Gated Community,2007.0,18,North,8,True,18.944463,72.791479,24980000
HP01505,Delhi NCR,Gurugram-Sector 56,Apartment,1,2.0,3.0,Semi-Furnished,986,791,687,1,12,Stilt,Gated Community,2025.0,0,North-East,7,True,28.708748,77.305215,8520000
HP00402,Pune,Kharadi,Apartment,2,3.0,1.0,Semi-Furnished,1492,1166,1031,1,6,Covered,Mid Rise,2018.0,7,North-East,7,True,18.514,73.786886,14920000
HP00758,Bengaluru,HSR Layout,Apartment,1,1.0,2.0,Furnished,953,748,680,0,5,Covered,Standalone Building,2017.0,8,South-East,8,True,12.848829,77.739962,9310000
HP01091,Chennai,OMR,Apartment,2,2.0,1.0,Semi-Furnished,2004,1549,1239,0,4,Covered,Standalone Building,2002.0,23,South,5,True,13.138569,80.153162,18220000
HP01353,Pune,Kharadi,Apartment,1,1.0,2.0,Semi-Furnished,1121,863,766,7,9,Basement,Mid Rise,2023.0,2,South-East,6,True,18.512436,73.788413,10010000
HP00023,Hyderabad,Gachibowli,Penthouse,4,5.0,1.0,Semi-Furnished,3354,2537,2097,7,24,Covered,High Rise,2006.0,19,West,7,True,17.262891,78.320937,36460000
HP00294,Pune,Kothrud,Apartment,4,4.0,2.0,Unfurnished,2955,2367,2104,7,12,Covered,Mid Rise,2020.0,5,North,8,True,18.562394,73.787906,26220000
HP00708,Hyderabad,Jubilee Hills,Penthouse,4,5.0,1.0,Semi-Furnished,3409,2597,2256,4,12,Open,High Rise,2013.0,12,East,9,True,17.370755,78.372585,35130000
HP01333,Ahmedabad,Bodakdev,Independent House,5,6.0,2.0,Semi-Furnished,3891,2969,2699,1,3,Covered,Standalone Building,2016.0,9,South-West,5,True,23.140279,72.600546,18200000
HP01322,Pune,Wakad,Apartment,4,5.0,2.0,Furnished,2695,2180,1982,1,2,Open,Standalone Building,1998.0,27,North-East,6,True,18.481911,73.943381,19460000
HP02089,Hyderabad,Kukatpally,Apartment,3,3.0,1.0,Unfurnished,2350,1920,1697,1,3,Open,Standalone Building,2014.0,11,South-West,8,True,17.327589,78.351678,17600000
HP01508,Pune,Baner,Apartment,2,3.0,3.0,Unfurnished,1596,1291,1088,11,12,Open,Gated Community,2006.0,19,South,7,True,18.523865,73.920027,13700000
HP00433,Bengaluru,Whitefield,Penthouse,4,4.0,3.0,Furnished,2741,2221,1876,1,40,Covered,High Rise,2015.0,10,North-West,6,True,12.895006,77.498653,30950000
HP01919,Bengaluru,Sarjapur Road,Apartment,2,2.0,2.0,Furnished,1835,1436,1210,15,16,Stilt,High Rise,2025.0,0,South-West,9,False,13.128484,77.667834,21760000
HP00092,Kolkata,Tollygunge,Apartment,2,2.0,2.0,Semi-Furnished,1459,1168,1062,19,20,Stilt,High Rise,2001.0,24,South-West,5,True,22.508954,88.336077,11290000
HP02189,Kolkata,Behala,Studio,0,1.0,0.0,Semi-Furnished,732,578,495,9,10,Covered,Mid Rise,2012.0,13,North-West,8,True,22.54684,88.485109,5200000
HP00669,Pune,Kothrud,Villa,5,6.0,2.0,Unfurnished,3642,2996,2475,4,11,Covered,Gated Community,1999.0,26,North,5,True,18.63948,73.907065,36540000
HP01195,Hyderabad,Madhapur,Apartment,3,4.0,2.0,Unfurnished,2037,1655,1504,4,6,Covered,Mid Rise,2018.0,7,South,7,True,17.304817,78.574114,15730000
HP00091,Kolkata,Behala,Apartment,3,4.0,1.0,Unfurnished,1856,1467,1304,3,6,Open,Gated Community,2001.0,24,South-West,8,True,22.622962,88.485362,13430000
HP02245,Ahmedabad,Thaltej,Apartment,3,4.0,1.0,Semi-Furnished,2305,1809,1532,4,7,Covered,Gated Community,2013.0,12,North-East,5,True,23.000336,72.607306,11520000
HP01010,Kolkata,Jadavpur,Apartment,3,4.0,1.0,Furnished,2581,2037,1729,7,18,Basement,High Rise,1998.0,27,North-East,5,True,22.46594,88.426637,21240000
HP00367,MMR,Goregaon East,Studio,0,2.0,1.0,Semi-Furnished,825,661,545,8,12,Covered,Mid Rise,2007.0,18,South-West,9,True,19.088859,72.877611,13110000
HP01214,Hyderabad,Manikonda,Penthouse,2,2.0,1.0,Semi-Furnished,1559,1231,1005,9,15,Basement,High Rise,2013.0,12,West,5,True,17.392783,78.401649,15850000
HP00934,Bengaluru,Marathahalli,Villa,2,2.0,2.0,Unfurnished,1663,1359,1122,2,6,Covered,Gated Community,2025.0,0,North-East,7,True,12.890834,77.725531,19050000
HP02069,Delhi NCR,Noida-Sector 76,Apartment,2,3.0,3.0,Semi-Furnished,1402,1143,1030,9,9,Covered,Mid Rise,2015.0,10,South-East,7,True,28.375842,76.914584,12910000
HP00405,Pune,Aundh,Studio,0,1.0,0.0,Unfurnished,648,523,454,21,22,Covered,High Rise,2019.0,6,West,6,True,18.484619,73.805727,5160000
HP01585,Kolkata,Rajarhat,Apartment,1,2.0,1.0,Furnished,778,635,515,8,12,Covered,Gated Community,2012.0,13,South,6,True,22.540946,88.309647,7060000
HP01054,Delhi NCR,Ghaziabad-Indirapuram,Independent House,3,3.0,1.0,Semi-Furnished,1561,1245,1055,6,12,Covered,Gated Community,2008.0,17,West,8,True,28.523067,76.978086,12210000
HP00539,Chennai,Velachery,Apartment,2,3.0,1.0,Semi-Furnished,1183,925,826,5,9,Open,Mid Rise,2020.0,5,North-East,10,False,12.948681,80.199777,11430000
HP01760,Bengaluru,Whitefield,Apartment,3,3.0,1.0,Unfurnished,1543,1248,1104,3,5,Covered,Standalone Building,2005.0,20,South-East,8,True,12.862404,77.499305,14020000
HP00173,MMR,Powai,Apartment,2,3.0,3.0,Semi-Furnished,1256,998,890,7,10,Covered,Mid Rise,2011.0,14,North-West,9,False,19.073644,72.84405,21210000
HP00212,Hyderabad,Madhapur,Apartment,1,1.0,3.0,Semi-Furnished,858,695,632,34,38,Basement,High Rise,2015.0,10,South-East,7,True,17.473152,78.334614,6220000
HP01997,Hyderabad,Jubilee Hills,Apartment,2,3.0,3.0,Unfurnished,1362,1034,879,7,9,Covered,Mid Rise,2025.0,0,South,9,True,17.452221,78.387637,12580000
HP00961,Ahmedabad,Vastrapur,Studio,0,2.0,1.0,Furnished,674,571,519,20,30,Covered,High Rise,2025.0,0,North,7,True,23.103997,72.457428,3580000
HP01437,Hyderabad,Kondapur,Row House,3,4.0,1.0,Unfurnished,2739,1991,1810,1,10,Open,Gated Community,2024.0,1,West,7,False,17.384369,78.495933,22900000
HP00880,Chennai,Adyar,Independent House,4,5.0,2.0,Semi-Furnished,3167,2456,1923,1,5,Open,Standalone Building,2008.0,17,West,5,False,13.169214,80.158649,27530000
HP01805,Bengaluru,Banashankari,Apartment,3,4.0,2.0,Unfurnished,2626,2109,1893,19,33,Open,High Rise,2007.0,18,South,9,True,12.979104,77.61417,22160000
HP01494,Bengaluru,Whitefield,Apartment,2,2.0,2.0,Unfurnished,1448,1161,984,14,37,Covered,High Rise,2017.0,8,South-West,6,True,12.894308,77.604232,13420000
HP00556,Pune,Baner,Villa,3,4.0,2.0,Semi-Furnished,2873,2145,1882,1,10,Basement,Gated Community,2009.0,16,North-West,6,True,18.473215,73.908415,30580000
HP00930,Hyderabad,Madhapur,Apartment,2,2.0,1.0,Semi-Furnished,1247,995,884,27,36,Covered,High Rise,2003.0,22,North-East,8,True,17.479159,78.416567,9990000
HP00063,Pune,Kothrud,Apartment,2,3.0,1.0,Semi-Furnished,1060,836,746,4,5,Covered,Standalone Building,2000.0,25,North-East,8,True,18.48882,73.907557,8590000
HP00915,Ahmedabad,Maninagar,Villa,4,4.0,2.0,Semi-Furnished,2775,2201,1735,0,1,Covered,Bungalow,2019.0,6,North-East,8,True,23.068259,72.412883,17780000
HP00607,Delhi NCR,Ghaziabad-Indirapuram,Villa,4,5.0,2.0,Unfurnished,2263,1778,1481,5,6,Covered,Gated Community,2025.0,0,North,9,True,28.484475,77.377902,22490000
HP01308,Hyderabad,Gachibowli,Apartment,3,3.0,2.0,Semi-Furnished,1638,1325,1167,13,19,Covered,High Rise,2012.0,13,West,8,True,17.389123,78.368596,14160000
HP01529,Pune,Aundh,Apartment,2,3.0,3.0,Semi-Furnished,1827,1431,1239,3,9,Covered,Mid Rise,2002.0,23,East,7,False,18.463055,73.944901,13540000
HP00834,Delhi NCR,Gurugram-Sector 56,Apartment,4,5.0,1.0,Unfurnished,2522,1950,1773,1,2,Open,Standalone Building,2022.0,3,East,6,False,28.751041,77.460013,22460000
HP01848,Hyderabad,Kukatpally,Penthouse,4,4.0,1.0,Unfurnished,2469,1900,1727,23,32,Covered,High Rise,2013.0,12,South-East,6,True,17.32238,78.556192,22830000
HP00199,Bengaluru,Indiranagar,Studio,0,2.0,1.0,Semi-Furnished,794,635,525,2,3,Covered,Standalone Building,2020.0,5,South,7,True,12.941026,77.722508,7250000
HP01221,Kolkata,Behala,Apartment,2,3.0,2.0,Unfurnished,1629,1315,1142,0,5,Covered,Standalone Building,2011.0,14,North-West,5,False,22.609003,88.465598,12500000
HP01163,Bengaluru,Electronic City,Apartment,4,4.0,1.0,Semi-Furnished,3660,2789,2416,5,6,Basement,Mid Rise,2021.0,4,West,6,True,13.051689,77.546619,30630000
HP01952,Bengaluru,Koramangala,Apartment,4,4.0,1.0,Semi-Furnished,3462,2765,2514,9,17,Covered,High Rise,2025.0,0,South-East,7,True,12.802269,77.697321,38770000
HP01968,Delhi NCR,Noida-Sector 76,Apartment,2,2.0,2.0,Unfurnished,1841,1463,1187,6,12,Basement,Mid Rise,2017.0,8,North-East,8,True,28.470785,77.350666,16320000
HP00774,MMR,Thane West,Apartment,1,2.0,2.0,Furnished,700,523,463,3,8,Covered,Gated Community,2025.0,0,South-West,7,True,19.145764,72.801863,14350000
HP01798,Ahmedabad,Thaltej,Apartment,3,4.0,1.0,Unfurnished,2318,1876,1660,2,14,Basement,High Rise,2014.0,11,North-West,9,True,22.96703,72.501954,10980000
HP01095,Bengaluru,Electronic City,Apartment,3,3.0,2.0,Unfurnished,2272,1922,1634,24,30,Basement,High Rise,2015.0,10,North-West,7,True,12.886071,77.629255,21620000
HP00399,MMR,Goregaon East,Apartment,3,3.0,2.0,Semi-Furnished,1697,1366,1142,4,7,Basement,Mid Rise,2025.0,0,South,7,True,18.943558,72.947143,28670000
HP01470,Ahmedabad,Prahlad Nagar,Studio,0,1.0,0.0,Semi-Furnished,605,495,439,0,5,Open,Standalone Building,2009.0,16,North-West,5,True,23.046644,72.550549,2630000
HP00005,Bengaluru,Hebbal,Studio,0,2.0,1.0,Furnished,718,572,478,8,9,Basement,Mid Rise,2019.0,6,South,6,True,13.022065,77.558027,6550000
HP01123,Chennai,Sholinganallur,Independent House,4,4.0,1.0,Semi-Furnished,2909,2292,1927,2,6,Covered,Gated Community,2015.0,10,North,7,True,13.052809,80.158233,26590000
HP02313,Kolkata,Salt Lake,Studio,0,2.0,1.0,Unfurnished,639,507,461,0,4,Covered,Standalone Building,2003.0,22,East,7,False,22.566046,88.32714,4090000
HP02147,Pune,Viman Nagar,Villa,3,4.0,1.0,Unfurnished,2061,1638,1489,3,4,Covered,Standalone Building,2006.0,19,East,8,True,18.547129,73.938517,19890000
HP00160,Chennai,OMR,Apartment,2,3.0,1.0,Semi-Furnished,1527,1164,994,1,10,Open,Gated Community,2019.0,6,South-West,7,False,13.148939,80.244669,10840000
HP00290,Delhi NCR,Noida-Sector 76,Apartment,2,3.0,2.0,Unfurnished,1280,1056,955,3,21,Covered,High Rise,2006.0,19,North-West,7,True,28.719555,77.051057,10350000
HP00783,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,3.0,Furnished,1887,1441,1277,3,3,Open,Standalone Building,2002.0,23,West,6,True,28.544123,77.019755,16930000
HP01411,Bengaluru,Indiranagar,Apartment,2,2.0,2.0,Furnished,1586,1185,1057,4,10,Covered,Gated Community,1999.0,26,North-East,8,True,12.964576,77.567467,14440000
HP01230,Hyderabad,Kukatpally,Villa,3,3.0,2.0,Semi-Furnished,2021,1636,1364,3,7,Covered,Gated Community,2025.0,0,South,6,False,17.263157,78.318819,19410000
HP01758,Bengaluru,Sarjapur Road,Apartment,3,4.0,2.0,Unfurnished,1631,1355,1146,4,7,Basement,Mid Rise,2012.0,13,South-East,7,True,13.064875,77.73517,15880000
HP00715,Kolkata,Behala,Apartment,3,3.0,2.0,Semi-Furnished,2119,1590,1344,15,15,Stilt,High Rise,2022.0,3,South,8,True,22.487743,88.424549,18920000
HP01822,Ahmedabad,Vastrapur,Apartment,2,3.0,1.0,Unfurnished,1558,1255,1098,9,15,Open,High Rise,2013.0,12,East,9,True,23.149707,72.504391,7780000
HP00646,Bengaluru,Hebbal,Apartment,2,3.0,1.0,Semi-Furnished,1087,855,756,4,23,Stilt,High Rise,2007.0,18,North,6,True,12.860529,77.505911,9610000
HP00135,Chennai,OMR,Penthouse,5,6.0,1.0,Unfurnished,6280,4730,4185,12,30,Basement,High Rise,2011.0,14,West,7,True,13.178339,80.302781,62630000
HP01707,Hyderabad,Gachibowli,Apartment,2,3.0,2.0,Unfurnished,1449,1121,963,3,4,Covered,Standalone Building,2007.0,18,South-West,8,True,17.308327,78.572926,9810000
HP00169,Delhi NCR,Noida-Sector 76,Penthouse,3,4.0,1.0,Semi-Furnished,2748,2161,1788,25,26,Covered,High Rise,2007.0,18,West,10,True,28.445281,77.464417,32840000
HP02115,MMR,Vile Parle,Independent House,3,4.0,1.0,Semi-Furnished,2052,1553,1255,5,7,Open,Gated Community,2011.0,14,South,8,True,18.951394,72.894763,35430000
HP00397,Delhi NCR,Faridabad-Sector 21,Apartment,3,4.0,1.0,Semi-Furnished,2341,1846,1619,6,24,Basement,High Rise,2014.0,11,South-West,9,False,28.668341,76.986579,22190000
HP01903,Pune,Baner,Penthouse,4,5.0,1.0,Unfurnished,3100,2358,2003,37,39,Stilt,High Rise,2016.0,9,South-East,9,True,18.645499,73.795133,29440000
HP02113,Ahmedabad,Maninagar,Studio,0,1.0,1.0,Unfurnished,465,394,350,4,15,Open,High Rise,2012.0,13,North-East,10,True,23.090888,72.492876,2330000
HP00429,Bengaluru,Sarjapur Road,Apartment,3,3.0,1.0,Furnished,2205,1748,1540,4,5,Covered,Standalone Building,2007.0,18,South,8,False,13.049175,77.666967,20610000
HP01520,Kolkata,Salt Lake,Apartment,2,3.0,2.0,Unfurnished,1002,832,710,17,35,Covered,High Rise,2014.0,11,East,4,True,22.587588,88.357523,7920000
HP01148,Hyderabad,Manikonda,Apartment,2,2.0,3.0,Unfurnished,1528,1218,1070,6,27,Covered,High Rise,2009.0,16,West,7,True,17.276903,78.519556,10740000
HP00963,Delhi NCR,Gurugram-DLF Phase 3,Apartment,3,4.0,1.0,Semi-Furnished,2255,1781,1487,25,28,Covered,High Rise,2016.0,9,North-West,10,False,28.533595,77.3537,23570000
HP00812,Kolkata,Tollygunge,Apartment,2,3.0,2.0,Unfurnished,1305,1079,975,1,3,Open,Standalone Building,2007.0,18,East,7,True,22.620766,88.35924,9020000
HP00798,Ahmedabad,Maninagar,Row House,2,3.0,2.0,Semi-Furnished,1350,1037,916,0,2,Open,Bungalow,2015.0,10,North,7,True,22.943717,72.645064,7420000
HP01789,Hyderabad,Kukatpally,Apartment,3,3.0,1.0,Unfurnished,1901,1611,1415,32,37,Basement,High Rise,2014.0,11,South-West,6,False,17.399521,78.349338,14160000
